title,price_sale,price_base,brand,cpu_brand,cpu_detail,cpu_cores,cpu_threads,ram_size,storage_size,storage_type,screen_size,raw_specs_count,price_sale_clean,brand_score,cpu_gen,cpu_performance_score,cpu_brand_Intel,cpu_brand_AMD,cpu_brand_Apple,ram_type_DDR3,ram_type_DDR3L,ram_type_DDR4,ram_type_DDR4X,ram_type_DDR4X4266MHZ,ram_type_DDR5,ram_type_DDR5X,ram_type_DDR6,ram_type_RAM_TYPE,gpu_info,screen_res,screen_tech,battery,gpu_brand,gpu_vram,gpu_class,gpu_brand_te,gpu_class_te,screen_brightness_nits,screen_srgb_percent,screen_ntsc_percent,screen_anti_glare,battery_wh,battery_cells,screen_res_cleaned,screen_res_cleaned_1080x1920,screen_res_cleaned_1200x1920,screen_res_cleaned_1366x768,screen_res_cleaned_1440x2560,screen_res_cleaned_1600x2560,screen_res_cleaned_1920x1080,screen_res_cleaned_1920x1200,screen_res_cleaned_1920x1280,screen_res_cleaned_2048x1280,screen_res_cleaned_2160x1350,screen_res_cleaned_2160x1440,screen_res_cleaned_2160x3840,screen_res_cleaned_2240x1400,screen_res_cleaned_2256x1504,screen_res_cleaned_2560x1080,screen_res_cleaned_2560x1440,screen_res_cleaned_2560x1600,screen_res_cleaned_2880x1620,screen_res_cleaned_2880x1800,screen_res_cleaned_2880x1920,screen_res_cleaned_3000x1876,screen_res_cleaned_3000x2000,screen_res_cleaned_3072x1920,screen_res_cleaned_3200x1800,screen_res_cleaned_3200x2000,screen_res_cleaned_3456x2160,screen_res_cleaned_3840x2160,screen_res_cleaned_3840x2400,screen_res_cleaned_720x1280,screen_res_cleaned_N/A,gpu_brand_AMD,gpu_brand_Intel,gpu_brand_NVIDIA,gpu_brand_Other,gpu_brand_Unknown,gpu_class_Discrete,gpu_class_Integrated,gpu_class_Unknown
Laptop HP Gaming Victus 16-S0173AX A9LG9PA - Đã Kích Hoạt,15490000.0,27390000.0,HP,AMD,Ryzen 5 7640HS,6,12,16,512.0,SSD,16.1,26,15490000.0,14.255501691093574,7,122.85,0,1,0,0,0,0,0,0,1,0,0,0,NVIDIA GeForce RTXTM 3050 (6 GB GDDR6),1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC, Độ sáng 250 nits, Màn hình chống chói","4-cell, 70 Wh Li-ion polymer",NVIDIA,6,Discrete,21962005.347593583,21636442.211055275,250.0,100.0,45.0,1.0,70.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Dell Inspiron 15 3530 N5I5530W1 - Cũ Đẹp,13490000.0,,Dell,Intel,,,,16,512.0,HDD,15.6,26,13490000.0,15.367008343265791,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"Độ phủ màu 45% NTSC, Độ sáng 250 nit, Màn hình chống chói","3-Cell Battery, 41WHr",Intel,0,Integrated,14644380.094043886,14566309.685779074,300.0,100.0,45.0,1.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop HP Pavilion 15-EG3094TU 8C5L5PA - Cũ Trầy Xước,11590000.0,12990000.0,HP,Intel,Core i5 Raptor,,,8,512.0,SSD,15.6,23,11590000.0,14.255501691093574,0,57.5,1,0,0,0,0,1,0,0,0,0,0,0,Intel® Iris® Xe Graphics,1920 x 1080 pixels (FullHD),"45% NTSC, Chống chói Anti Glare, 250 nits","3-cell, 41Wh",Intel,0,Integrated,14604040.848389631,14585734.54782043,250.0,100.0,45.0,1.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 15 3520 N5I7125W1 - Cũ Trầy Xước,13890000.0,14990000.0,Dell,Intel,Core i7 Alder,,,16,512.0,SSD,15.6,23,13890000.0,15.367008343265791,0,70.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"45% NTSC, Chống chói Anti Glare, LED Backlit, 250 nits, WVA","4-cell, 54Wh",Intel,0,Integrated,14604040.848389631,14585734.54782043,250.0,100.0,45.0,1.0,54.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Lenovo ThinkPad E16 Gen 3 21SR002KVA - Đã Kích Hoạt,18890000.0,25190000.0,Lenovo,Intel,,12,14,16,1024.0,SSD,16.0,25,18890000.0,18.146762225969645,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,Intel Graphics,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 45% NTSC","48Wh, 65W USB-C (3-pin)",Intel,0,Integrated,14668579.29948839,14561476.466795616,300.0,100.0,45.0,1.0,48.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Asus VivoBook Go 14 E1404FA-NK177W - Cũ Xước Cấn,7190000.0,14490000.0,Asus,AMD,Ryzen 5 7520U,4,8,16,512.0,SSD,14.0,22,7190000.0,19.129988593155893,7,81.9,0,1,0,0,0,0,0,0,1,0,0,0,AMD Radeon Graphics,1920 x 1080 pixels (FullHD),"Độ sáng tối đa 250nits, Độ phủ màu 45% NTSC, Màn hình chống chói","42WHrs, 3S1P, Li-ion 3 cell",AMD,0,Integrated,13985765.472312704,14561476.466795616,250.0,100.0,45.0,1.0,42.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Laptop Dell Latitude E7450,18490000.0,,Dell,Intel,,,,4,120.0,SSD,14.0,17,18490000.0,15.367008343265791,0,40.0,1,0,0,0,1,0,0,0,0,0,0,0,Intel HD Graphics 5500,1366 x 768 pixels,Tần số quét 60Hz,3 cell,Intel,0,Integrated,14668579.29948839,14561476.466795616,300.0,100.0,45.0,0.0,50.0,3.0,1366x768,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Acer Aspire 3 A315-42-R4XD NX.HF9SV.008,18990000.0,,Acer,Other,Ryzen 5 3500U,,,8,512.0,SSD,15.6,12,18990000.0,14.483635983263598,3,53.1,0,0,0,0,0,0,0,0,0,0,0,0,Intel Graphics HD 520,,,2 cell,Intel,0,Integrated,14644380.094043886,14566309.685779074,300.0,100.0,45.0,0.0,50.0,2.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
Laptop ASUS ExpertBook P5 P5405CSA-NZ0451W,29490000.0,,ASUS,Intel,,8,8,16,1024.0,SSD,14.0,28,29490000.0,19.129988593155893,0,40.0,1,0,0,0,0,0,0,0,0,1,0,0,Intel Arc 130V GPU,2560 x 1600 (WQXGA),"Độ sáng 400nits, Màn hình chống chói, Độ phủ màu sRGB: 100%, Góc nhìn 178/178","63WHrs, 3S1P, 3-cell Li-ion",Intel,0,Integrated,14668579.29948839,14561476.466795616,400.0,100.0,45.0,1.0,63.0,3.0,2560x1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Gaming Acer Nitro 5 AN515-55-5923 NH.Q7NSV.004,18490000.0,,Gaming,Intel,Core i5 10300H,,,8,512.0,SSD,15.6,18,18490000.0,16.09766355140187,10,104.0,1,0,0,0,0,1,0,0,0,0,0,0,NVIDIA GeForce GTX 1650Ti 4GB GDDR6 + Intel UHD Graphics,1920 x 1080 pixels (FullHD),"IPS, 144 Hz, Acer ComfyView Anti-glare LED-backlit",Lithium-ion,NVIDIA,4,Discrete,21989757.80409042,21652199.08583037,300.0,100.0,45.0,0.0,50.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop HP Elitebook 845 G9,18490000.0,,HP,AMD,Ryzen 5 6600U,,,16,256.0,SSD,14.0,20,18490000.0,14.255501691093574,6,61.2,0,1,0,0,0,0,0,0,1,0,0,0,AMD Radeon 660M,1920 x 1200 pixels (WUXGA),"Công nghệ Wide Viewing Angle, Chống chói, Độ sáng tối đa 250 Nits",51Whr 3 cell,AMD,0,Integrated,14248105.802047782,14585734.54782043,250.0,100.0,45.0,1.0,51.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Laptop MSI Modern 14 B11MOU-1065VN - Cũ Xước Cấn,8490000.0,16100000.0,MSI,Intel,,,,8,512.0,SSD,14.0,21,8490000.0,18.94291379310345,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"Tần số quét 60Hz, Độ phủ màu 45% NTSC, 63% sRGB, Thin Bezel","3 Cell, 39Whr",Intel,0,Integrated,14604040.848389631,14585734.54782043,300.0,63.0,45.0,0.0,39.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Gaming Acer Nitro V 15 ProPanel ANV15-41-R7AP - Đã Kích Hoạt,14790000.0,22990000.0,Gaming,AMD,Ryzen 5 7535HS,6,12,16,512.0,SSD,15.6,27,14790000.0,16.09766355140187,7,122.85,0,1,0,0,0,0,0,0,1,0,0,0,NVIDIA GeForce RTX 2050 4GB GDDR6 VRAM,1920 x 1080 pixels (FullHD),"Độ sáng 300nits, Độ phủ màu 100% sRGB, Acer ComfyVie, Màn hình LCD TFT có đèn nền LED, Góc nhìn rộng lên đến 170 độ",57Whr 4-cell Adapter: 135W AC adapter,NVIDIA,4,Discrete,21989757.80409042,21652199.08583037,300.0,100.0,45.0,0.0,57.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Lenovo IdeaPad Slim 3 14IRH10 83K0000AVN - Đã Kích Hoạt,13590000.0,17990000.0,Lenovo,Intel,,8,12,24,512.0,SSD,14.0,26,13590000.0,18.146762225969645,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,Intel UHD Graphics,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 45% NTSC",60Wh (Đầu tròn 65W (3 chân)),Intel,0,Integrated,14604040.848389631,14585734.54782043,300.0,100.0,45.0,1.0,60.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Lenovo IdeaPad Slim 5 OLED 14AKP10 83HX001KVN - Đã Kích Hoạt,17590000.0,23090000.0,Lenovo,AMD,,6,12,24,512.0,SSD,14.0,28,17590000.0,18.146762225969645,0,40.0,0,1,0,0,0,0,0,0,1,0,0,0,AMD Radeon 840M Graphics,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits Glossy, Độ phủ màu 100% DCI-P3, DisplayHDR True Black 500",60Wh (65W USB-C Slim (Wall-mount)),AMD,0,Integrated,13931267.12328767,14566309.685779074,400.0,100.0,45.0,0.0,60.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Laptop ASUS ZenBook S 13 OLED UX5304VA-NQ125W,29990000.0,39990000.0,ASUS,Intel,,10,12,16,512.0,SSD,13.3,23,29990000.0,19.129988593155893,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,Intel Iris Xe Graphics,2880 x 1800 pixels,"Thời gian phản hồi 0.2ms, Độ sáng tối đa 550nits HDR, Độ phủ màu 100% DCI-P3, HDR True Black 500, 1.07 tỷ màu, TÜV Rheinland-certified, SGS Eye Care Display","63WHrs, 2S2P, 4-cell Li-ion",Intel,0,Integrated,14604040.848389631,14585734.54782043,550.0,100.0,45.0,0.0,63.0,3.0,2880x1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Lenovo ThinkPad E14 GEN 6 21M7004PVN,23190000.0,23890000.0,Lenovo,Intel,,14,18,16,512.0,SSD,14.0,26,23190000.0,18.146762225969645,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,Intel Arc Graphics,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Độ phủ màu 45% NTSC, Màn hình chống chói","47Wh, 65W USB-C (3-pin)",Intel,0,Integrated,14665286.283891547,14587476.470588235,300.0,100.0,45.0,1.0,47.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Lenovo ThinkPad E16 Gen 3 21SR002NVN - Đã Kích Hoạt,18890000.0,25390000.0,Lenovo,Intel,,14,14,16,512.0,SSD,16.0,25,18890000.0,18.146762225969645,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,Intel Arc 130T tích hợp hoạt động như Intel Graphics,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 45% NTSC","48Wh, 65W USB-C (3-pin)",Intel,0,Integrated,14720549.78524014,14568172.895677608,300.0,100.0,45.0,1.0,48.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop ASUS Vivobook 14 X1405VA-LY623W - Đã Kích Hoạt,12790000.0,16490000.0,ASUS,Intel,,8,12,16,512.0,SSD,14.0,27,12790000.0,19.129988593155893,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel UHD Graphics,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Độ phủ màu 45% NTSC, Màn hình chống chói","42WHrs, 3S1P, 3-cell Li-ion",Intel,0,Integrated,14604040.848389631,14585734.54782043,300.0,100.0,45.0,1.0,42.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Lenovo ThinkPad E14 Gen 7 21SX002TVA,28290000.0,29490000.0,Lenovo,Intel,,16,16,16,1024.0,SSD,14.0,25,28290000.0,18.146762225969645,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,Intel Arc 140T hoạt động như Intel Graphics,1920 x 1200 pixels (WUXGA),"Độ sáng 300nits, Màn hình chống chói, Độ phủ màu 45% NTSC","48Wh, 65W USB-C (3-pin)",Intel,0,Integrated,14720549.78524014,14568172.895677608,300.0,100.0,45.0,1.0,48.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop MSI Modern 14 C7M-221VN,9490000.0,11790000.0,MSI,AMD,,8,16,8,512.0,SSD,14.0,22,9490000.0,18.94291379310345,0,40.0,0,1,0,0,0,1,0,0,0,0,0,0,AMD Radeon Graphics,1920 x 1080 pixels (FullHD),"Độ phủ màu 45%NTSC, Màn hình chống chói, Góc mở 180 độ","3 Cell, 39.3 WHrs",AMD,0,Integrated,14248105.802047782,14585734.54782043,300.0,100.0,45.0,1.0,3.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Laptop Lenovo IdeaPad Slim 5 OLED 14AKP10 83HX001JVN - Đã Kích Hoạt,22090000.0,27990000.0,Lenovo,AMD,,8,16,32,1024.0,SSD,14.0,28,22090000.0,18.146762225969645,0,40.0,0,1,0,0,0,0,0,0,1,0,0,0,AMD Radeon 860M Graphics,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits Glossy, Độ phủ màu 100% DCI-P3, DisplayHDR True Black 500",60Wh (65W USB-C Slim (Wall-mount)),AMD,0,Integrated,13841765.734265734,14568172.895677608,400.0,100.0,45.0,0.0,60.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Laptop HP Envy X360 2IN1 14-FC0086TU A19BWPA,31590000.0,35290000.0,HP,Intel,,12,,32,512.0,SSD,14.0,23,31590000.0,14.255501691093574,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,Intel Graphics,2880 x 1800 pixels,,3 Cell Int (59.16Wh),Intel,0,Integrated,14665286.283891547,14587476.470588235,300.0,100.0,45.0,0.0,16.0,3.0,2880x1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 15 3520 I3520-7896BLK-PUS - Nhập khẩu chính hãng,18490000.0,20490000.0,Dell,Intel,,,12,16,1024.0,SSD,15.6,26,18490000.0,15.367008343265791,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),"Đèn nền LED, Màn hình chống chói, Độ sáng 250 cd/m², Mật độ điểm ảnh: 141 ppi, Không gian màu RGB : NTSC, Narrow Border","3 Cell, 41 Wh",Intel,0,Integrated,14668579.29948839,14561476.466795616,300.0,100.0,45.0,1.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop ASUS ROG Flow X13 GV301RC-LJ050W - Cũ Trầy Xước,18490000.0,,ASUS,AMD,Ryzen 7 6800HS,,,8,512.0,SSD,13.4,19,18490000.0,19.129988593155893,6,118.8,0,1,0,0,0,0,0,0,1,0,0,0,NVIDIA GeForce RTX 3050,1920 x 1200 pixels (FullHD+),"Tần số quét 120Hz, độ sáng 500nit, độ phủ màu 100% sRGB, 72% NTSC, 75% Adobe, công nghệ Adaptive-Sync","62WHrs, 4S1P, 4-cell Li-ion",NVIDIA,0,Discrete,21658765.770707622,21341011.81304571,300.0,100.0,72.0,0.0,62.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Lenovo Ideapad Slim 5 14IMH9 83DA001NVN,19990000.0,21990000.0,Lenovo,Intel,,14,18,16,512.0,SSD,14.0,26,19990000.0,18.146762225969645,0,40.0,1,0,0,0,0,0,0,0,0,1,0,0,Intel Arc Graphics,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits, Độ phủ màu 100% DCI-P3, DisplayHDR True Black 500",57Wh,Intel,0,Integrated,14720549.78524014,14568172.895677608,400.0,100.0,45.0,0.0,57.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Lenovo Yoga Slim 7 14AKP10 83JY006PVN,31990000.0,33990000.0,Lenovo,AMD,,8,16,32,1024.0,SSD,14.0,28,31990000.0,18.146762225969645,0,40.0,0,1,0,0,0,0,0,0,1,0,0,0,AMD Radeon 860M Graphics,2880 x 1800 pixels,"Độ sáng 1100nits (đỉnh) / 500nits (điển hình), Độ phủ màu 100% DCI-P3, Eyesafe, Dolby Vision, DisplayHDR True Black 1000, X-Rite, PureSight Pro","70Wh, 65W USB-C Slim (2-pin, Wall-mount)",AMD,0,Integrated,13841765.734265734,14568172.895677608,1100.0,100.0,45.0,0.0,70.0,3.0,2880x1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Laptop ASUS Gaming ROG ZEPHYRUS G16 GU605MI-QR116W,77990000.0,79990000.0,ASUS,Intel,,,,32,1024.0,SSD,16.0,24,77990000.0,19.129988593155893,0,40.0,1,0,0,0,0,0,0,0,0,1,0,0,NVIDIA GeForce RTX 4070 8GB GDDR6,2560 x 1600 (WQXGA),"OLED 2.5K, 16:10, 0.2ms, 100% DCI-P3, Màn hình bóng, G-Sync, ROG Nebula Display","90WHrs, 4S1P, 4-cell Li-ion",NVIDIA,8,Discrete,21658765.770707622,21341011.81304571,300.0,100.0,45.0,0.0,90.0,3.0,2560x1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop MSI Cyborg 14 A13UDX-099VN - Đã Kích Hoạt,17890000.0,25390000.0,MSI,Intel,,10,16,16,512.0,,14.0,26,17890000.0,18.94291379310345,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,"Nvidia Geforce RTX 3050 6GB GDDR6
Intel Iris Xe Graphics",1920 x 1200 pixels (FullHD+),"Độ phủ màu 100% sRGB, Màn hình chống chói","3 cell, 53.5Whr",NVIDIA,6,Discrete,21658765.770707622,21341011.81304571,300.0,100.0,45.0,1.0,5.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop HP Victus 15-FA2731TX B85LNPA - Đã Kích Hoạt,16990000.0,24045000.0,HP,Intel,,8,,16,512.0,SSD,15.6,23,16990000.0,14.255501691093574,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,"NVIDIA GeForce RTX 3050 (6GB of GDDR6 SDRAM, Bus Width: 96- bit)
Intel UHD Graphics",1920 x 1080 pixels (FullHD),Màn hình chống chói,3 Cell Int (52.5Wh),NVIDIA,6,Discrete,21603861.43931257,21346578.81398885,300.0,100.0,45.0,1.0,5.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Lenovo IdeaPad Slim 5 14APH9 83DB003BVN - Cũ Đẹp,15190000.0,23190000.0,Lenovo,AMD,Ryzen 7 8845HS,,,16,512.0,SSD,14.0,25,15190000.0,18.146762225969645,8,126.9,0,1,0,0,0,0,0,0,0,1,0,0,AMD Radeon 780M Graphics,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits Glossy, Độ phủ màu 100% DCI-P3, DisplayHDR True Black 500",57Wh,AMD,0,Integrated,13841765.734265734,14568172.895677608,400.0,100.0,45.0,0.0,57.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Laptop Lenovo Gaming Legion 5 15ARH05 82B500GUVN,23190000.0,24990000.0,Lenovo,AMD,,,,8,512.0,SSD,15.6,20,23190000.0,18.146762225969645,0,40.0,0,1,0,0,0,1,0,0,0,0,0,0,NVIDIA GeForce GTX 1650 Ti 4GB GDDR6,1920 x 1080 pixels (FullHD),"15.6 inch FHD (1920x1080) IPS 300nits Anti-glare, 144Hz, 100% sRGB, Dolby Vision","4Cell, 60WH",NVIDIA,4,Discrete,21603861.43931257,21346578.81398885,300.0,100.0,45.0,0.0,60.0,4.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop ASUS ROG Zephyrus G16 GU605CR-QR137W,77990000.0,82990000.0,ASUS,Intel,,16,16,32,1024.0,SSD,16.0,25,77990000.0,19.129988593155893,0,40.0,1,0,0,0,0,0,0,0,0,1,0,0,"NVIDIA GeForce RTX 5070 Ti 12GB GDDR7 ROG Boost: 1497MHz* ở 115W (Xung nhịp tăng cường 1447MHz+OC 50MHz, Tăng cường động 95W+20W)
Intel Arc Graphics",2560 x 1600 (WQXGA),"Độ sáng 500 nits (Peak), Độ phủ màu DCI-P3 100%, Màn hình bóng, G-Sync, ROG Nebula Display, Dolby Vision HDR","90WHrs, 4S1P, 4-cell Li-ion, Sạc lại từ 0-50% trong 30 phút",NVIDIA,12,Discrete,21989757.80409042,21652199.08583037,500.0,100.0,45.0,0.0,90.0,3.0,2560x1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Lenovo ideapad 5 Pro 16ACH 82l500levn,27990000.0,29990000.0,Lenovo,AMD,Ryzen 7 5800H,,,16,512.0,SSD,16.0,20,27990000.0,18.146762225969645,5,110.5,0,1,0,0,0,1,0,0,0,0,0,0,NVIDIA GeForce RTX 3050 4GB,2560 x 1600 (WQXGA),Anti-glare,4 Cell 75Wh,NVIDIA,4,Discrete,21989757.80409042,21652199.08583037,300.0,100.0,45.0,0.0,75.0,4.0,2560x1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Gaming ASUS ROG Zephyrus G14 GA401QC-HZ100T - Cũ Xước Cấn,18490000.0,,Gaming,AMD,Ryzen 9 5900HS,,,16,512.0,SSD,14.0,19,18490000.0,16.09766355140187,5,141.75,0,1,0,0,0,1,0,0,0,0,0,0,NVIDIA® GeForce RTX™ 3050 4GB,1920 x 1080 pixels (FullHD),"Tần số quét 144Hz, 100% sRGB",4 Cell 76WHr,NVIDIA,4,Discrete,21783896.94041868,21386385.66380616,300.0,100.0,45.0,0.0,76.0,4.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Laptop Lenovo IdeaPad Slim 5 14IAH10 83NC0016VN,22990000.0,24590000.0,Lenovo,Intel,,14,14,24,1024.0,SSD,14.0,27,22990000.0,18.146762225969645,0,40.0,1,0,0,0,0,0,0,0,1,0,0,0,Intel Arc 130T GPU,1920 x 1200 pixels (WUXGA),"Độ sáng 400nits, Độ phủ màu 100% DCI-P3, DisplayHDR True Black 500","60Wh, 65W USB-C Slim (Wall-mount)",Intel,0,Integrated,14668579.29948839,14561476.466795616,400.0,100.0,45.0,0.0,60.0,3.0,1920x1200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Laptop Dell Inspiron 15 3520,15690000.0,16990000.0,Dell,Intel,,,,16,512.0,SSD,15.6,22,15690000.0,15.367008343265791,0,40.0,1,0,0,0,0,1,0,0,0,0,0,0,Intel Iris Xe Graphics,1920 x 1080 pixels (FullHD),Màn hình chống chói,3 Cell Int (41Wh),Intel,0,Integrated,14720549.78524014,14568172.895677608,300.0,100.0,45.0,1.0,41.0,3.0,1920x1080,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
